full_name,repo_id,forked_from,parent_id,hf_parent_id,depth,hf_depth,is_hard_fork,url,counter,percent_with_unique_commits_message,percent_with_unique_commits_sha,num_of_unique_commits_with_message,num_of_unique_commits_with_sha,num_of_commits
feluelle/flink,126487249,14807988,14807988,NULL,1,NULL,0,https://api.github.com/repos/feluelle/flink,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,15812
carryxyh/flink,126774863,14807988,14807988,NULL,1,NULL,0,https://api.github.com/repos/carryxyh/flink,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,16085
scott-mitchell/flink,126831933,14807988,14807988,NULL,1,NULL,0,https://api.github.com/repos/scott-mitchell/flink,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,15861
stephenc/flink,128350237,14807988,14807988,NULL,1,NULL,0,https://api.github.com/repos/stephenc/flink,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,16078
AjaxXu/flink,129353353,14807988,14807988,NULL,1,NULL,0,https://api.github.com/repos/AjaxXu/flink,0,0.00,0.00,67,203,17145
fmyblack/flink,130181165,14807988,14807988,NULL,1,NULL,0,https://api.github.com/repos/fmyblack/flink,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,16174
chenluoan2018/flink,131207826,14807988,14807988,NULL,1,NULL,0,https://api.github.com/repos/chenluoan2018/flink,0,0.00,0.00,1,1,16241
jiasheng55/flink,131670044,14807988,14807988,NULL,1,NULL,0,https://api.github.com/repos/jiasheng55/flink,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,16979
Leeviiii/flink,132838027,14807988,14807988,NULL,1,NULL,0,https://api.github.com/repos/Leeviiii/flink,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,16536
robstoll/flink,134839928,14807988,14807988,NULL,1,NULL,0,https://api.github.com/repos/robstoll/flink,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,16523
Xylus/pinpoint,14897950,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/Xylus/pinpoint,268,1.00,1.00,0,0,10501
jaehong-kim/pinpoint,14903396,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/jaehong-kim/pinpoint,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,10501
nstopkimsk/pinpoint,14906101,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/nstopkimsk/pinpoint,0,has not unique commit and parent pull request,0.00,0,10,8188
emeroad/pinpoint,14988069,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/emeroad/pinpoint,493,1.00,1.00,0,0,10501
minwoo-jung/pinpoint,14991682,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/minwoo-jung/pinpoint,103,1.00,1.00,0,0,10501
koo-taejin/pinpoint,14994363,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/koo-taejin/pinpoint,331,1.00,1.00,0,0,10501
cijung/pinpoint,21843144,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/cijung/pinpoint,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,6519
KimTaehee/pinpoint,25854056,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/KimTaehee/pinpoint,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,6944
iskrid/pinpoint,26271651,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/iskrid/pinpoint,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,7027
dawidmalina/pinpoint,29099663,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/dawidmalina/pinpoint,3,1.00,1.00,0,0,8136
majinkai/pinpoint,30669530,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/majinkai/pinpoint,2,1.00,1.00,0,0,9764
jiaqifeng/pinpoint,33374395,14897549,14897549,33374395,1,0,1,https://api.github.com/repos/jiaqifeng/pinpoint,40,1.00,1.00,0,0,9490
hansugus/pinpoint,42720109,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/hansugus/pinpoint,2,0.50,0.50,2,2,9744
suraj-raturi/pinpoint,43271083,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/suraj-raturi/pinpoint,4,1.00,1.00,0,0,10501
zoln/pinpoint,45009581,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/zoln/pinpoint,1,0.50,0.33,1,2,8783
emeroad-kang/pinpoint,47593195,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/emeroad-kang/pinpoint,2,1.00,1.00,0,0,8569
techblue/pinpoint,49370755,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/techblue/pinpoint,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,10501
lgyan/pinpoint,50681831,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/lgyan/pinpoint,0,0.00,0.00,2,2,9698
marcoblos/pinpoint,52688801,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/marcoblos/pinpoint,5,1.00,1.00,0,0,8730
yin-bp/pinpoint,53954854,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/yin-bp/pinpoint,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,10501
andyspan/pinpoint,56461225,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/andyspan/pinpoint,23,0.48,0.40,25,35,9373
jacarrichan/pinpoint,57016783,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/jacarrichan/pinpoint,1,0.33,0.33,2,2,9810
nongfenqi/pinpoint,60261980,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/nongfenqi/pinpoint,1,0.50,0.50,1,1,9230
yisshengyouni/pinpoint,60398994,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/yisshengyouni/pinpoint,1,0.50,0.50,1,1,8945
teambullseye/pinpoint,61178456,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/teambullseye/pinpoint,39,0.98,0.95,1,2,9341
87439247/pinpoint,63154781,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/87439247/pinpoint,0,0.00,0.00,5,5,9031
SKingNight/pinpoint,63514642,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/SKingNight/pinpoint,1,0.50,0.50,1,1,9483
MingleXiao/pinpoint,66771859,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/MingleXiao/pinpoint,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,9040
dayforward/pinpoint,70146293,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/dayforward/pinpoint,13,1.00,1.00,0,0,9519
croiuki/pinpoint,76830941,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/croiuki/pinpoint,0,0.00,0.00,9,62,9416
dingaiminGIT/pinpoint,76992885,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/dingaiminGIT/pinpoint,0,0.00,0.00,2,56,9410
qingyuan1232/pinpoint,80382654,67329219,14897549,NULL,2,NULL,0,https://api.github.com/repos/qingyuan1232/pinpoint,0,0.00,0.00,5,6,10407
RoySRose/pinpoint,82995499,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/RoySRose/pinpoint,244,1.00,1.00,0,0,10366
yanghongkjxy/pinpoint,83078126,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/yanghongkjxy/pinpoint,3,0.43,0.43,4,4,10505
lopiter/pinpoint,86083349,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/lopiter/pinpoint,14,1.00,1.00,0,0,9550
thorntree/pinpoint,86477042,86464106,14897549,NULL,2,NULL,0,https://api.github.com/repos/thorntree/pinpoint,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,10422
chkch/pinpoint,87157658,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/chkch/pinpoint,0,0.00,0.00,2,2,9861
linux0x5c/pinpoint,90247417,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/linux0x5c/pinpoint,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,10501
yxz1025/pinpoint,92281287,70146293,14897549,NULL,2,NULL,0,https://api.github.com/repos/yxz1025/pinpoint,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,9742
swift1911/pinpoint,96022986,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/swift1911/pinpoint,4,0.67,0.67,2,2,9684
lightling/pinpoint,96805593,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/lightling/pinpoint,0,0.00,0.00,1,1,9693
gitxueluo/pinpoint,96811185,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/gitxueluo/pinpoint,0,0.00,0.00,1,1,9687
upgle/pinpoint,103670487,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/upgle/pinpoint,17,1.00,1.00,0,0,9512
JasonCL2015/pinpoint,103787285,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/JasonCL2015/pinpoint,0,0.00,0.00,1,1,10501
VictorZeng/pinpoint,103861391,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/VictorZeng/pinpoint,2,1.00,0.11,0,16,10517
linxiaoJVM/pinpoint,111078535,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/linxiaoJVM/pinpoint,16,0.64,0.62,9,10,10511
xinxiangbobby/pinpoint,111639324,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/xinxiangbobby/pinpoint,1,0.33,0.33,2,2,10167
binDongKim/pinpoint,111720420,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/binDongKim/pinpoint,112,1.00,1.00,0,0,10501
JaredTan95/pinpoint,113118145,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/JaredTan95/pinpoint,1,1.00,0.50,0,1,9934
yanolja/pinpoint,113565516,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/yanolja/pinpoint,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,10501
tonfay/pinpoint,118796758,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/tonfay/pinpoint,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,10325
widian/pinpoint,121743799,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/widian/pinpoint,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,10138
yanluhua/pinpoint,131785873,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/yanluhua/pinpoint,0,0.00,0.00,7,7,10495
bbossgroups/pinpoint,134162100,14897549,14897549,NULL,1,NULL,0,https://api.github.com/repos/bbossgroups/pinpoint,29,1.00,0.83,0,6,10460
snicoll/spring,17667740,15921359,15921359,NULL,1,NULL,0,https://api.github.com/repos/snicoll/spring,5,1.00,1.00,0,0,55
berndhopp/guice,29204200,15921359,15921359,29204200,1,0,1,https://api.github.com/repos/berndhopp/guice,1,0.00,0.00,253,283,357
lorenzobenvenuti/spring,48340469,15921359,15921359,NULL,1,NULL,0,https://api.github.com/repos/lorenzobenvenuti/spring,1,1.00,0.50,0,1,90
mstahv/spring,49713945,15921359,15921359,NULL,1,NULL,0,https://api.github.com/repos/mstahv/spring,11,1.00,1.00,0,0,171
iboyko/vaadin-spring,54422668,15921359,15921359,NULL,1,NULL,0,https://api.github.com/repos/iboyko/vaadin-spring,2,1.00,1.00,0,0,120
kisszoltan/spring,56583513,15921359,15921359,NULL,1,NULL,0,https://api.github.com/repos/kisszoltan/spring,1,0.50,0.50,1,1,123
jensim/vaadin-spring,81414451,15921359,15921359,NULL,1,NULL,0,https://api.github.com/repos/jensim/vaadin-spring,0,0.00,0.00,6,6,143
wmax/spring,83072383,15921359,15921359,NULL,1,NULL,0,https://api.github.com/repos/wmax/spring,1,0.50,0.50,1,1,141
KatriHaapalinna/spring,85895999,15921359,15921359,NULL,1,NULL,0,https://api.github.com/repos/KatriHaapalinna/spring,2,0.50,0.50,2,2,144
cyberoblivion/spring,91482509,15921359,15921359,NULL,1,NULL,0,https://api.github.com/repos/cyberoblivion/spring,3,1.00,1.00,0,0,142
knoobie/guice,99921251,29204200,15921359,29204200,2,1,1,https://api.github.com/repos/knoobie/guice,1,1.00,1.00,0,0,356
JulianFeinauer/spring,129561131,15921359,15921359,NULL,1,NULL,0,https://api.github.com/repos/JulianFeinauer/spring,5,0.83,0.83,1,1,198
simpletasks/spring,133910865,15921359,15921359,NULL,1,NULL,0,https://api.github.com/repos/simpletasks/spring,2,0.50,0.50,2,2,212
KandyzowanaPapaja/FloatingActionButton,26980249,17770132,17770132,NULL,1,NULL,0,https://api.github.com/repos/KandyzowanaPapaja/FloatingActionButton,3,1.00,1.00,0,0,113
remind101/FloatingActionButton,32937520,17770132,17770132,NULL,1,NULL,0,https://api.github.com/repos/remind101/FloatingActionButton,1,0.20,0.20,4,4,156
JosefHruska/FloatingActionButton,43460808,17770132,17770132,NULL,1,NULL,0,https://api.github.com/repos/JosefHruska/FloatingActionButton,0,0.00,0.00,118,128,280
step-up-labs/FloatingActionButton,45920587,17770132,17770132,45920587,1,0,1,https://api.github.com/repos/step-up-labs/FloatingActionButton,0,0.00,0.00,104,112,264
alertsense/FloatingActionButton,48916315,17770132,17770132,NULL,1,NULL,0,https://api.github.com/repos/alertsense/FloatingActionButton,0,0.00,0.00,2,2,154
sdelaysam/FloatingActionButton,67543611,17770132,17770132,NULL,1,NULL,0,https://api.github.com/repos/sdelaysam/FloatingActionButton,0,0.00,0.00,3,3,157
NetscoutEnterprise/FloatingActionMenu,68847492,17770132,17770132,NULL,1,NULL,0,https://api.github.com/repos/NetscoutEnterprise/FloatingActionMenu,0,0.00,0.00,13,13,167
svyatoslavpavlov/FloatingActionButton,105367348,17770132,17770132,NULL,1,NULL,0,https://api.github.com/repos/svyatoslavpavlov/FloatingActionButton,7,0.19,0.14,29,44,198
Xuzan10/FloatingActionButton,118438483,17770132,17770132,NULL,1,NULL,0,https://api.github.com/repos/Xuzan10/FloatingActionButton,0,0.00,0.00,3,3,157
0xTL/FloatingActionButton,125568024,17770132,17770132,NULL,1,NULL,0,https://api.github.com/repos/0xTL/FloatingActionButton,0,0.00,0.00,4,4,158
GingerBear/react-native,17994574,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/GingerBear/react-native,2,1.00,1.00,0,0,11670
tadeuzagallo/react-native,18018973,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/tadeuzagallo/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,9645
DanielMSchmidt/react-native,18030638,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/DanielMSchmidt/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,9870
brentvatne/react-native,18048116,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/brentvatne/react-native,1,1.00,1.00,0,0,11181
admmasters/react-native,18055360,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/admmasters/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,9462
benhughes/react-native,18103941,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/benhughes/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,7966
mkonicek/react-native,18121993,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/mkonicek/react-native,29,1.00,1.00,0,0,12093
vjeux/react-native,18170885,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/vjeux/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,5718
janicduplessis/react-native,18179752,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/janicduplessis/react-native,217,0.98,0.98,4,4,16988
orta/react-native,18211410,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/orta/react-native,6,1.00,1.00,0,0,16793
a2/react-native,18235838,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/a2/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,5262
spicyj/react-native,18240900,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/spicyj/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,4019
frantic/react-native,18275600,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/frantic/react-native,3,0.75,0.75,1,1,11979
forcedotcom/react-native,18282956,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/forcedotcom/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,11119
eduardinni/react-native,18404142,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/eduardinni/react-native,0,0.00,0.00,2,2,9322
naoufal/react-native,18567840,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/naoufal/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,8102
cmcewen/react-native,19102123,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/cmcewen/react-native,4,1.00,1.00,0,0,10400
machard/react-native,19166227,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/machard/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,5810
christopherdro/react-native,19186719,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/christopherdro/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,8090
jaywalklabs/react-native,19228343,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/jaywalklabs/react-native,2,1.00,1.00,0,0,10649
quyixia/react-native,19263809,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/quyixia/react-native,0,0.00,0.00,5,6,4115
browniefed/react-native,19585530,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/browniefed/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,7758
nickhudkins/react-native,19853758,20194106,17991525,NULL,2,NULL,0,https://api.github.com/repos/nickhudkins/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,8003
dsibiski/react-native,19979816,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/dsibiski/react-native,0,0.00,0.00,2,5,9134
skevy/react-native,20194106,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/skevy/react-native,4,1.00,1.00,0,0,10982
ericvicenti/react-native,20236586,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/ericvicenti/react-native,7,0.15,0.03,41,248,14459
hammerandchisel/react-native,20319779,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/hammerandchisel/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,16984
sjmueller/react-native,20605875,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/sjmueller/react-native,1,0.50,0.50,1,1,13200
exponentjs/react-native,20634139,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/exponentjs/react-native,0,0.00,0.00,7,7,16991
jhen0409/react-native,20649709,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/jhen0409/react-native,13,1.00,1.00,0,0,7151
rnplay/react-native,20934529,17991525,17991525,20934529,1,0,1,https://api.github.com/repos/rnplay/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,6916
309746069/react-native,21150012,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/309746069/react-native,0,0.00,0.00,1,1,2932
APSL/react-native,21305555,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/APSL/react-native,8,1.00,1.00,0,0,13933
dabit3/react-native,21535255,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/dabit3/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,5241
evenco/react-native,21702849,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/evenco/react-native,0,0.00,0.00,189,420,14631
skillz/react-native,22101492,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/skillz/react-native,17,0.89,0.89,2,2,4758
jevakallio/react-native,22130076,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/jevakallio/react-native,2,1.00,1.00,0,0,12553
iodine/react-native,22148015,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/iodine/react-native,0,0.00,0.00,1,1,6263
negativetwelve/react-native,22150399,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/negativetwelve/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,11502
jaredly/react-native,22156805,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/jaredly/react-native,0,0.00,0.00,1,1,3227
MattFoley/react-native,22411508,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/MattFoley/react-native,5,1.00,1.00,0,0,5251
gre/react-native,22497780,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/gre/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,8015
lprhodes/react-native,22686020,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/lprhodes/react-native,5,1.00,1.00,0,0,10738
sghiassy/react-native,24124166,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/sghiassy/react-native,0,0.00,0.00,2,2,5042
sunnylqm/react-native,24169920,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/sunnylqm/react-native,29,0.94,0.88,2,4,15220
yamill/react-native,24966330,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/yamill/react-native,0,0.00,0.00,2,2,5016
javache/react-native,25011266,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/javache/react-native,11,1.00,1.00,0,0,11467
danscan/react-native,25049609,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/danscan/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,9106
nevir/react-native,25817016,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/nevir/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,2815
ehd/react-native,25833431,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/ehd/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,4651
satya164/react-native,25895707,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/satya164/react-native,1,1.00,1.00,0,0,16233
Crash--/react-native,25975803,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/Crash--/react-native,3,0.60,0.60,2,2,4559
corbt/react-native,25981914,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/corbt/react-native,0,0.00,0.00,2,2,6987
popovsh6/react-native,26021224,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/popovsh6/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,2767
cpojer/react-native,26034809,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/cpojer/react-native,38,1.00,1.00,0,0,16984
morenoh149/react-native,26041462,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/morenoh149/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,14831
glovebx/react-native,26217372,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/glovebx/react-native,0,0.00,0.00,2,2,3258
Bhullnatik/react-native,26236192,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/Bhullnatik/react-native,1,1.00,1.00,0,0,12359
apprennet/react-native,26263667,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/apprennet/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,5295
mosesoak/react-native,26393231,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/mosesoak/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,9334
GantMan/react-native,26997666,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/GantMan/react-native,6,1.00,1.00,0,0,10053
purposecampaigns/react-native,27324497,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/purposecampaigns/react-native,0,0.00,0.00,2,2,2961
shinate/react-native,27347033,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/shinate/react-native,0,0.00,0.00,2,2,5023
lobo12/react-native,27387326,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/lobo12/react-native,0,0.00,0.00,1,1,3360
martinbigio/react-native,27422037,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/martinbigio/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,6323
bgryszko/react-native,27556555,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/bgryszko/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,3174
anttimo/react-native,27698026,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/anttimo/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,5865
wesley1001/react-native,27876958,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/wesley1001/react-native,0,0.00,0.00,2,2,5857
rigdern/react-native,27986607,18070441,17991525,NULL,2,NULL,0,https://api.github.com/repos/rigdern/react-native,81,1.00,1.00,0,0,3816
melihmucuk/react-native,28003153,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/melihmucuk/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,3410
shrimpy/react-native,28043243,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/shrimpy/react-native,0,0.00,0.00,1,1,3438
geirman/react-native,28290773,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/geirman/react-native,4,1.00,1.00,0,0,8310
bozzmob/react-native,28565599,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/bozzmob/react-native,0,0.00,0.00,11,11,4480
anback/react-native,28664829,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/anback/react-native,1,0.50,0.50,1,1,5954
caabernathy/react-native,28665592,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/caabernathy/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,7993
sooth-sayer/react-native,28678714,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/sooth-sayer/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,8136
keybase/react-native,28777441,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/keybase/react-native,1,1.00,1.00,0,0,15441
EwanThomas/react-native,28915199,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/EwanThomas/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,3820
tackk/react-native,28956178,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/tackk/react-native,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,3861
leeight/react-native,28968247,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/leeight/react-native,1,0.50,0.50,1,1,12482
InnerPeace080/react-native,28974474,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/InnerPeace080/react-native,0,0.00,0.00,2,2,6646
zhuchaowe/react-native,29048491,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/zhuchaowe/react-native,0,0.00,0.00,2,2,3914
kmagiera/react-native,29089544,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/kmagiera/react-native,42,0.84,0.84,8,8,15093
naturalatlas/react-native,29125005,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/naturalatlas/react-native,0,0.00,0.00,2,2,4073
lxsameer/react-native,29135653,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/lxsameer/react-native,0,0.00,0.00,1,1,4334
laurilehmijoki/react-native,29168006,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/laurilehmijoki/react-native,0,0.00,0.00,1,1,4087
doochik/react-native,29170668,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/doochik/react-native,6,1.00,1.00,0,0,11250
Kudo/react-native,29368680,17991525,17991525,NULL,1,NULL,0,https://api.github.com/repos/Kudo/react-native,20,1.00,1.00,0,0,9707
