"","repo_id","activityDensity","densitybins","new_jaccard","median_age","median_commits","activity","activity_direction","activity_slope"
"620",122203891,0.172413793103448,"2",0,481,31,"Short-Low","Positive",11.5434922637536
"621",124580654,0.292682926829268,"2",0.0294117647058824,481,31,"Short-Heavy","Positive",11.5434922637536
"622",127849006,3.1304347826087,"1",0,481,31,"Short-Heavy","Positive",11.5434922637536
"623",128084298,1.55681818181818,"1",0,481,31,"Short-Heavy","Positive",11.5434922637536
"624",132908759,0.488372093023256,"2",0,481,31,"Short-Low","Positive",11.5434922637536
"625",132954675,0.0714285714285714,"3",0.0294117647058824,481,31,"Short-Low","Positive",11.5434922637536
"626",133922649,0.0137931034482759,"4",0,481,31,"Short-Low","Positive",11.5434922637536
"627",135430168,0.19047619047619,"2",0,481,31,"Short-Low","Positive",11.5434922637536
"628",135491361,0.611111111111111,"2",0.0257352941176471,481,31,"Short-Low","Positive",11.5434922637536
"629",40930,0.328391878826942,"2",0,1216,30,"Long-Heavy","Negative",0.271371616382802
"630",1414587,0.00238473767885533,"6",0,1216,30,"Long-Low","Negative",0.271371616382802
"631",4743128,0.144324601951721,"2",0,1216,30,"Long-Heavy","Negative",0.271371616382802
"632",7938032,0.0296052631578947,"4",0.4,1216,30,"Short-Heavy","Negative",0.271371616382802
"633",16330532,0.00521172638436482,"6",0.4,1216,30,"Long-Low","Negative",0.271371616382802
"634",16479936,0.00255754475703325,"6",0,1216,30,"Long-Low","Negative",0.271371616382802
"635",40844057,0.028328611898017,"4",0.4,1216,30,"Short-Low","Negative",0.271371616382802
"636",51246816,0.0466377440347072,"3",0.4,1216,30,"Short-Heavy","Negative",0.271371616382802
"637",55922696,0.0164126611957796,"4",0.4,1216,30,"Short-Low","Negative",0.271371616382802
"638",89774715,0.0869565217391304,"3",0.4,1216,30,"Short-Heavy","Negative",0.271371616382802
"639",95666875,0.0295508274231678,"4",0.4,1216,30,"Short-Low","Negative",0.271371616382802
"640",45297,5.40428521250439,"1",0,752,23,"Long-Heavy","Positive",0.748281628504537
"641",514702,0.0627022653721683,"3",0.142857142857143,752,23,"Long-Heavy","Positive",0.748281628504537
"642",3077529,0.0264200792602378,"4",0,752,23,"Long-Heavy","Positive",0.748281628504537
"643",3369972,0.101384546672622,"3",0.428571428571429,752,23,"Long-Heavy","Positive",0.748281628504537
"644",5141840,0.0194017784963622,"4",0.142857142857143,752,23,"Long-Heavy","Positive",0.748281628504537
"645",6144554,0.015951595159516,"4",0.9375,752,23,"Long-Heavy","Positive",0.748281628504537
"646",6616352,0.0114200595829196,"4",0.4,752,23,"Long-Low","Positive",0.748281628504537
"647",8616195,0.645821804095185,"2",0.142857142857143,752,23,"Long-Heavy","Positive",0.748281628504537
"648",9060199,0.024455077086656,"4",0,752,23,"Long-Heavy","Positive",0.748281628504537
"649",9151465,0.0292864749733759,"4",0.966666666666667,752,23,"Long-Heavy","Positive",0.748281628504537
"650",11008873,0.00507900677200903,"6",0.966666666666667,752,23,"Long-Low","Positive",0.748281628504537
"651",11737564,0.00460564191134139,"6",0.966666666666667,752,23,"Long-Low","Positive",0.748281628504537
"652",15209177,0.711459192085738,"2",0.142857142857143,752,23,"Long-Heavy","Positive",0.748281628504537
"653",15233537,0.143573667711599,"2",0.966666666666667,752,23,"Long-Heavy","Positive",0.748281628504537
"654",16658101,0.0525641025641026,"3",0.939393939393939,752,23,"Long-Heavy","Positive",0.748281628504537
"655",16788949,0.192678227360308,"2",0.939393939393939,752,23,"Long-Heavy","Positive",0.748281628504537
"656",16906551,0.181467181467181,"2",0.916666666666667,752,23,"Long-Heavy","Positive",0.748281628504537
"657",17782733,1.77756033920417,"1",0.4,752,23,"Long-Heavy","Positive",0.748281628504537
"658",19090294,0.0719041278295606,"3",0.939393939393939,752,23,"Long-Heavy","Positive",0.748281628504537
"659",19332420,0.0053475935828877,"6",0.939393939393939,752,23,"Long-Low","Positive",0.748281628504537
"660",19722742,1.59612724757953,"1",0,752,23,"Long-Heavy","Positive",0.748281628504537
"661",20185789,1.69559322033898,"1",0.939393939393939,752,23,"Long-Heavy","Positive",0.748281628504537
"662",21310421,0.0234968901174845,"4",0.4,752,23,"Long-Heavy","Positive",0.748281628504537
"663",22055120,0.199778638627559,"2",0.966666666666667,752,23,"Long-Heavy","Positive",0.748281628504537
"664",22055123,0.229122055674518,"2",0.142857142857143,752,23,"Long-Heavy","Positive",0.748281628504537
"665",22092902,1.14890613973183,"1",0,752,23,"Long-Heavy","Positive",0.748281628504537
"666",22095406,0.488984088127295,"2",0.285714285714286,752,23,"Long-Heavy","Positive",0.748281628504537
"667",22444550,0.171062009978617,"2",0.428571428571429,752,23,"Long-Heavy","Positive",0.748281628504537
"668",22459217,0.00354358610914245,"6",0.911764705882353,752,23,"Long-Low","Positive",0.748281628504537
"669",23375125,0.00715819613457409,"6",0,752,23,"Long-Low","Positive",0.748281628504537
"670",24118900,0.588235294117647,"2",0.4,752,23,"Long-Heavy","Positive",0.748281628504537
"671",25027439,0.792494481236203,"2",0,752,23,"Long-Heavy","Positive",0.748281628504537
"672",25048566,0.182080924855491,"2",0.4,752,23,"Long-Heavy","Positive",0.748281628504537
"673",27245960,0.502283105022831,"2",0,752,23,"Long-Heavy","Positive",0.748281628504537
"674",27310947,0.0163204747774481,"4",0,752,23,"Long-Low","Positive",0.748281628504537
"675",27329911,0.732942039618489,"2",0,752,23,"Long-Heavy","Positive",0.748281628504537
"676",27451258,0.0207443563148261,"4",0.214285714285714,752,23,"Long-Heavy","Positive",0.748281628504537
"677",27494697,0.0215293244246474,"4",0.285714285714286,752,23,"Long-Heavy","Positive",0.748281628504537
"678",28794812,0.00462962962962963,"6",0.428571428571429,752,23,"Long-Low","Positive",0.748281628504537
"679",28999797,0.146511627906977,"2",0.285714285714286,752,23,"Long-Heavy","Positive",0.748281628504537
"680",29684778,0.632941176470588,"2",0,752,23,"Long-Heavy","Positive",0.748281628504537
"681",31023893,0.00893582453290008,"6",0.428571428571429,752,23,"Long-Low","Positive",0.748281628504537
"682",31130719,0.00651465798045603,"6",0.642857142857143,752,23,"Long-Low","Positive",0.748281628504537
"683",32031956,0.00227531285551763,"6",0.966666666666667,752,23,"Long-Low","Positive",0.748281628504537
"684",32231087,0.0549084858569052,"3",0.4,752,23,"Long-Heavy","Positive",0.748281628504537
"685",32550684,1.27549342105263,"1",0,752,23,"Long-Heavy","Positive",0.748281628504537
"686",33225550,0.0949152542372881,"3",0.285714285714286,752,23,"Long-Heavy","Positive",0.748281628504537
"687",33550211,0.363095238095238,"2",0,752,23,"Long-Heavy","Positive",0.748281628504537
"688",33613036,0.276214833759591,"2",0,752,23,"Long-Heavy","Positive",0.748281628504537
"689",33983224,0.0438144329896907,"3",0,752,23,"Long-Heavy","Positive",0.748281628504537
"690",34080774,0.00172265288544358,"6",0.428571428571429,752,23,"Long-Low","Positive",0.748281628504537
"691",34459318,0.0138768430182134,"4",0.428571428571429,752,23,"Long-Low","Positive",0.748281628504537
"692",35422616,0.0438981562774363,"3",0.428571428571429,752,23,"Long-Heavy","Positive",0.748281628504537
"693",36306206,0.0570934256055363,"3",0.428571428571429,752,23,"Long-Heavy","Positive",0.748281628504537
"694",36414087,0.0669603524229075,"3",0,752,23,"Long-Heavy","Positive",0.748281628504537
"695",36496354,0.0380479735318445,"3",0.285714285714286,752,23,"Long-Heavy","Positive",0.748281628504537
"696",37317983,0.0318302387267905,"3",0.4,752,23,"Long-Heavy","Positive",0.748281628504537
"697",37857244,0.0428441203281677,"3",0.428571428571429,752,23,"Long-Heavy","Positive",0.748281628504537
"698",41128437,0.622390891840607,"2",0,752,23,"Long-Heavy","Positive",0.748281628504537
"699",41196879,0.0161596958174905,"4",0.428571428571429,752,23,"Long-Low","Positive",0.748281628504537
"700",41615975,0.015025041736227,"4",0,752,23,"Long-Low","Positive",0.748281628504537
"701",41748562,0.0731046931407942,"3",0.142857142857143,752,23,"Long-Heavy","Positive",0.748281628504537
"702",42224523,0.00192678227360308,"6",0.428571428571429,752,23,"Long-Low","Positive",0.748281628504537
"703",42583524,0.132495164410058,"3",0,752,23,"Long-Heavy","Positive",0.748281628504537
"704",43584047,0.00294117647058824,"6",0.428571428571429,752,23,"Long-Low","Positive",0.748281628504537
"705",43648885,0.732809430255403,"2",0.142857142857143,752,23,"Long-Heavy","Positive",0.748281628504537
"706",43758596,0.0533841754051478,"3",0.428571428571429,752,23,"Long-Heavy","Positive",0.748281628504537
"707",43873109,0.678149606299213,"2",0,752,23,"Long-Heavy","Positive",0.748281628504537
"708",44904231,0.0109780439121756,"4",0.285714285714286,752,23,"Long-Low","Positive",0.748281628504537
"709",45337146,0.0446127946127946,"3",0,752,23,"Long-Heavy","Positive",0.748281628504537
"710",45945295,0.0202634245187437,"4",0.4,752,23,"Long-Low","Positive",0.748281628504537
"711",46010617,0.0050709939148073,"6",0.428571428571429,752,23,"Long-Low","Positive",0.748281628504537
"712",46438380,0.140672782874618,"2",0,752,23,"Long-Heavy","Positive",0.748281628504537
"713",47488870,0.00926879505664264,"6",0.428571428571429,752,23,"Long-Low","Positive",0.748281628504537
"714",47663018,0.00851788756388416,"6",0.428571428571429,752,23,"Long-Low","Positive",0.748281628504537
"715",47665768,0.00517063081695967,"6",0.428571428571429,752,23,"Long-Low","Positive",0.748281628504537
"716",48304237,0.036420395421436,"3",0,752,23,"Long-Heavy","Positive",0.748281628504537
"717",48422414,0.0177267987486966,"4",0.428571428571429,752,23,"Long-Low","Positive",0.748281628504537
"718",48868382,0.0551826994780015,"3",0.4,752,23,"Long-Heavy","Positive",0.748281628504537
"719",49143814,0.0221052631578947,"4",0.357142857142857,752,23,"Long-Low","Positive",0.748281628504537
"720",49176088,0.0516332982086407,"3",0,752,23,"Long-Heavy","Positive",0.748281628504537
"721",49178971,0.00421496311907271,"6",0.428571428571429,752,23,"Long-Low","Positive",0.748281628504537
"722",49216658,0.00737618545837724,"6",0.4,752,23,"Long-Low","Positive",0.748281628504537
"723",49634845,0.0127253446447508,"4",0.4,752,23,"Long-Low","Positive",0.748281628504537
"724",50332513,0.00107066381156317,"6",0.428571428571429,752,23,"Long-Low","Positive",0.748281628504537
"725",50851153,0.0215749730312837,"4",0.428571428571429,752,23,"Long-Low","Positive",0.748281628504537
"726",51442173,1.55603917301415,"1",0.142857142857143,752,23,"Long-Heavy","Positive",0.748281628504537
"727",51765539,0.0620284995808885,"3",0,752,23,"Long-Heavy","Positive",0.748281628504537
"728",52693133,0.0111482720178372,"4",0.939393939393939,752,23,"Long-Low","Positive",0.748281628504537
"729",52700373,0.00780379041248606,"6",0.4,752,23,"Long-Low","Positive",0.748281628504537
"730",52715189,0.00445930880713489,"6",0.428571428571429,752,23,"Long-Low","Positive",0.748281628504537
"731",53081057,0.038073908174692,"3",0.142857142857143,752,23,"Long-Heavy","Positive",0.748281628504537
"732",53623886,0.0124293785310734,"4",0.428571428571429,752,23,"Long-Low","Positive",0.748281628504537
"733",53992455,0.101251422070535,"3",0.4,752,23,"Long-Heavy","Positive",0.748281628504537
"734",54171459,0.0259887005649717,"4",0,752,23,"Long-Low","Positive",0.748281628504537
"735",55254434,0.00232018561484919,"6",0.428571428571429,752,23,"Long-Low","Positive",0.748281628504537
"736",55986807,0.028169014084507,"4",0.357142857142857,752,23,"Long-Heavy","Positive",0.748281628504537
"737",56283500,0.00589622641509434,"6",0.428571428571429,752,23,"Long-Low","Positive",0.748281628504537
"738",57226611,0.0921052631578947,"3",0.428571428571429,752,23,"Long-Heavy","Positive",0.748281628504537
"739",57288700,0.0119760479041916,"4",0.428571428571429,752,23,"Long-Low","Positive",0.748281628504537
"740",57738418,0.00120481927710843,"6",0.4,752,23,"Long-Low","Positive",0.748281628504537
"741",58409124,0.0583232077764277,"3",0,752,23,"Long-Heavy","Positive",0.748281628504537
"742",59723498,0.0272277227722772,"4",0.4,752,23,"Long-Low","Positive",0.748281628504537
"743",60075998,0.0174129353233831,"4",0.4,752,23,"Long-Low","Positive",0.748281628504537
"744",60275073,0.00997506234413965,"6",0.4,752,23,"Long-Low","Positive",0.748281628504537
"745",60750681,0.0201005025125628,"4",0.357142857142857,752,23,"Long-Low","Positive",0.748281628504537
"746",61012568,0.0554156171284635,"3",0.4,752,23,"Long-Heavy","Positive",0.748281628504537
"747",61690405,0.044529262086514,"3",0.285714285714286,752,23,"Long-Heavy","Positive",0.748281628504537
"748",62656203,0.0219638242894057,"4",0,752,23,"Long-Low","Positive",0.748281628504537
"749",62763713,0.0724450194049159,"3",0.142857142857143,752,23,"Long-Heavy","Positive",0.748281628504537
"750",63427522,0.038860103626943,"3",0.285714285714286,752,23,"Long-Heavy","Positive",0.748281628504537
"751",63437321,0.00392156862745098,"6",0.4,752,23,"Long-Low","Positive",0.748281628504537
"752",63679265,0.0026246719160105,"6",0.4,752,23,"Long-Low","Positive",0.748281628504537
"753",64480429,0.0332446808510638,"3",0.285714285714286,752,23,"Short-Heavy","Positive",0.748281628504537
"754",65297834,0.0242587601078167,"4",0.4,752,23,"Short-Low","Positive",0.748281628504537
"755",65548672,0.027063599458728,"4",0.4,752,23,"Short-Low","Positive",0.748281628504537
"756",65695645,0.30570652173913,"2",0,752,23,"Short-Heavy","Positive",0.748281628504537
"757",66145619,0.00547945205479452,"6",0.4,752,23,"Short-Low","Positive",0.748281628504537
"758",66291678,0.34765625,"2",0,752,23,"Long-Heavy","Positive",0.748281628504537
"759",66616299,0.19475138121547,"2",0,752,23,"Short-Heavy","Positive",0.748281628504537
"760",66756253,0.00553250345781466,"6",0.4,752,23,"Short-Low","Positive",0.748281628504537
"761",67539743,0.0098314606741573,"6",0.4,752,23,"Short-Low","Positive",0.748281628504537
"762",67574661,0.0224719101123595,"4",0,752,23,"Short-Low","Positive",0.748281628504537
"763",68603677,0.00715307582260372,"6",0.285714285714286,752,23,"Short-Low","Positive",0.748281628504537
"764",69148660,0.00578034682080925,"6",0.285714285714286,752,23,"Short-Low","Positive",0.748281628504537
"765",69260855,0.00289855072463768,"6",0.4,752,23,"Short-Low","Positive",0.748281628504537
"766",71550566,0.0950226244343891,"3",0.4,752,23,"Short-Heavy","Positive",0.748281628504537
"767",72056962,0.0853658536585366,"3",0,752,23,"Short-Heavy","Positive",0.748281628504537
"768",72759831,0.794753086419753,"2",0,752,23,"Short-Heavy","Positive",0.748281628504537
"769",73087323,0.636645962732919,"2",0,752,23,"Short-Heavy","Positive",0.748281628504537
"770",73579424,0.307210031347962,"2",0,752,23,"Short-Heavy","Positive",0.748281628504537
"771",75370613,0.00970873786407767,"6",0.357142857142857,752,23,"Short-Low","Positive",0.748281628504537
"772",76010177,0.0425531914893617,"3",0.285714285714286,752,23,"Short-Heavy","Positive",0.748281628504537
"773",76584359,0.00662251655629139,"6",0.357142857142857,752,23,"Short-Low","Positive",0.748281628504537
"774",76875991,0.0116666666666667,"4",0.285714285714286,752,23,"Short-Low","Positive",0.748281628504537
"775",77598659,0.00168918918918919,"6",0.285714285714286,752,23,"Short-Low","Positive",0.748281628504537
"776",78000650,0.0340136054421769,"3",0.285714285714286,752,23,"Short-Low","Positive",0.748281628504537
"777",79114929,0.0537974683544304,"3",0.285714285714286,752,23,"Short-Heavy","Positive",0.748281628504537
"778",79992205,0.482394366197183,"2",0,752,23,"Short-Heavy","Positive",0.748281628504537
"779",80303691,0.0177304964539007,"4",0.285714285714286,752,23,"Short-Low","Positive",0.748281628504537
"780",80410371,0.00710479573712256,"6",0.285714285714286,752,23,"Short-Low","Positive",0.748281628504537
"781",80998874,0.253141831238779,"2",0.142857142857143,752,23,"Short-Heavy","Positive",0.748281628504537
"782",81534979,0.058076225045372,"3",0.285714285714286,752,23,"Short-Heavy","Positive",0.748281628504537
"783",83433898,0.0584905660377358,"3",0.285714285714286,752,23,"Short-Heavy","Positive",0.748281628504537
"784",83553119,0.00946969696969697,"6",0.285714285714286,752,23,"Short-Low","Positive",0.748281628504537
"785",83996497,0.114942528735632,"3",0,752,23,"Short-Heavy","Positive",0.748281628504537
"786",85186292,0.0555066079295154,"3",0,752,23,"Long-Heavy","Positive",0.748281628504537
"787",85880680,0.016,"4",0.285714285714286,752,23,"Short-Low","Positive",0.748281628504537
"788",86029344,0.064128256513026,"3",0.285714285714286,752,23,"Short-Heavy","Positive",0.748281628504537
"789",86068236,0.170682730923695,"2",0.357142857142857,752,23,"Short-Heavy","Positive",0.748281628504537
"790",86414428,0.15959595959596,"2",0.214285714285714,752,23,"Short-Heavy","Positive",0.748281628504537
"791",86519578,0.178137651821862,"2",0,752,23,"Short-Heavy","Positive",0.748281628504537
"792",86550791,0.133874239350913,"3",0,752,23,"Short-Heavy","Positive",0.748281628504537
"793",87100820,0.0717213114754098,"3",0.285714285714286,752,23,"Short-Heavy","Positive",0.748281628504537
"794",87231243,0.00616016427104723,"6",0.285714285714286,752,23,"Short-Low","Positive",0.748281628504537
"795",87399602,0.00206185567010309,"6",0.285714285714286,752,23,"Short-Low","Positive",0.748281628504537
"796",87564477,0.0020703933747412,"6",0.142857142857143,752,23,"Short-Low","Positive",0.748281628504537
"797",87739017,0.0855949895615866,"3",0.285714285714286,752,23,"Short-Heavy","Positive",0.748281628504537
"798",87864048,0.0125260960334029,"4",0.142857142857143,752,23,"Short-Low","Positive",0.748281628504537
"799",88658164,0.186046511627907,"2",0.142857142857143,752,23,"Short-Heavy","Positive",0.748281628504537
"800",88694784,0.0614406779661017,"3",0.214285714285714,752,23,"Short-Heavy","Positive",0.748281628504537
"801",88810087,0.00424628450106157,"6",0.142857142857143,752,23,"Short-Low","Positive",0.748281628504537
"802",88935649,0.718550106609808,"2",0,752,23,"Short-Heavy","Positive",0.748281628504537
"803",89360091,0.021505376344086,"4",0.142857142857143,752,23,"Short-Low","Positive",0.748281628504537
"804",89370037,0.0021505376344086,"6",0.142857142857143,752,23,"Short-Low","Positive",0.748281628504537
"805",89421651,0.146551724137931,"2",0.285714285714286,752,23,"Short-Heavy","Positive",0.748281628504537
"806",89902393,0.0065359477124183,"6",0.285714285714286,752,23,"Short-Low","Positive",0.748281628504537
"807",90597511,0.0750551876379691,"3",0,752,23,"Short-Heavy","Positive",0.748281628504537
"808",90720004,2.32522123893805,"1",0,752,23,"Short-Heavy","Positive",0.748281628504537
"809",90723136,0.380530973451327,"2",0.142857142857143,752,23,"Short-Heavy","Positive",0.748281628504537
"810",91551236,0.225225225225225,"2",0,752,23,"Short-Heavy","Positive",0.748281628504537
"811",93429482,0.0164319248826291,"4",0.285714285714286,752,23,"Short-Low","Positive",0.748281628504537
"812",94565071,0.0865384615384615,"3",0.285714285714286,752,23,"Short-Heavy","Positive",0.748281628504537
"813",94838368,0.106280193236715,"3",0,752,23,"Short-Heavy","Positive",0.748281628504537
"814",95224143,0.0439024390243902,"3",0.285714285714286,752,23,"Short-Low","Positive",0.748281628504537
"815",96832156,0.0050761421319797,"6",0.285714285714286,752,23,"Short-Low","Positive",0.748281628504537
"816",97938160,0.00522193211488251,"6",0,752,23,"Short-Low","Positive",0.748281628504537
"817",98122456,0.0078740157480315,"6",0.285714285714286,752,23,"Short-Low","Positive",0.748281628504537
"818",98760180,0.0266666666666667,"4",0.285714285714286,752,23,"Short-Low","Positive",0.748281628504537
"819",99183673,0.0107816711590297,"4",0.285714285714286,752,23,"Short-Low","Positive",0.748281628504537
"820",99396761,0.0190217391304348,"4",0.285714285714286,752,23,"Short-Low","Positive",0.748281628504537
"821",100548431,0.0420168067226891,"3",0,752,23,"Short-Low","Positive",0.748281628504537
"822",100915713,0.0028328611898017,"6",0.214285714285714,752,23,"Short-Low","Positive",0.748281628504537
"823",102179286,1.00294117647059,"1",0,752,23,"Short-Heavy","Positive",0.748281628504537
"824",102784986,0.00900900900900901,"6",0,752,23,"Short-Low","Positive",0.748281628504537
"825",103227858,0.0301204819277108,"3",0.142857142857143,752,23,"Short-Low","Positive",0.748281628504537
"826",103456532,0.00613496932515337,"6",0,752,23,"Short-Low","Positive",0.748281628504537
"827",103619468,0.0615384615384615,"3",0,752,23,"Short-Low","Positive",0.748281628504537
"828",103883936,0.0093167701863354,"6",0.214285714285714,752,23,"Short-Low","Positive",0.748281628504537
"829",104191426,0.134796238244514,"3",0.142857142857143,752,23,"Short-Heavy","Positive",0.748281628504537
"830",105006719,0.0451612903225806,"3",0,752,23,"Short-Low","Positive",0.748281628504537
"831",107532557,0.0492957746478873,"3",0.214285714285714,752,23,"Short-Low","Positive",0.748281628504537
"832",107628166,0.123674911660777,"3",0.142857142857143,752,23,"Short-Heavy","Positive",0.748281628504537
"833",107700623,0.0390070921985816,"3",0.142857142857143,752,23,"Short-Low","Positive",0.748281628504537
"834",108509014,0.0839416058394161,"3",0.142857142857143,752,23,"Short-Low","Positive",0.748281628504537
"835",108546490,0.153284671532847,"2",0,752,23,"Short-Heavy","Positive",0.748281628504537
"836",109562004,0.129277566539924,"3",0,752,23,"Short-Heavy","Positive",0.748281628504537
"837",110037940,0.0424710424710425,"3",0.142857142857143,752,23,"Short-Low","Positive",0.748281628504537
"838",110329938,0.10546875,"3",0,752,23,"Short-Heavy","Positive",0.748281628504537
"839",111264619,0.112903225806452,"3",0,752,23,"Short-Heavy","Positive",0.748281628504537
"840",112267483,0.108786610878661,"3",0.142857142857143,752,23,"Short-Heavy","Positive",0.748281628504537
"841",112820396,0.0811965811965812,"3",0.142857142857143,752,23,"Short-Low","Positive",0.748281628504537
"842",113097968,0.0173160173160173,"4",0.285714285714286,752,23,"Short-Low","Positive",0.748281628504537
"843",113241089,0.122270742358079,"3",0,752,23,"Short-Heavy","Positive",0.748281628504537
"844",113857224,0.0177777777777778,"4",0.142857142857143,752,23,"Short-Low","Positive",0.748281628504537
"845",114047832,0.00900900900900901,"6",0.142857142857143,752,23,"Short-Low","Positive",0.748281628504537
"846",114960266,0.00930232558139535,"6",0.142857142857143,752,23,"Short-Low","Positive",0.748281628504537
"847",116341921,0.113300492610837,"3",0.142857142857143,752,23,"Short-Low","Positive",0.748281628504537
"848",116816231,0.0271604938271605,"4",0,752,23,"Short-Low","Positive",0.748281628504537
"849",119715025,0.0857988165680473,"3",0.133333333333333,752,23,"Short-Heavy","Positive",0.748281628504537
"850",121339336,0.0448717948717949,"3",0.142857142857143,752,23,"Short-Low","Positive",0.748281628504537
"851",122009066,0.0340136054421769,"3",0.357142857142857,752,23,"Short-Low","Positive",0.748281628504537
"852",122115697,0.0136986301369863,"4",0.142857142857143,752,23,"Short-Low","Positive",0.748281628504537
"853",122245016,0.0275862068965517,"4",0.142857142857143,752,23,"Short-Low","Positive",0.748281628504537
"854",123376742,1.56716417910448,"1",0,752,23,"Short-Heavy","Positive",0.748281628504537
"855",123735569,0.0152671755725191,"4",0.142857142857143,752,23,"Short-Low","Positive",0.748281628504537
"856",125288138,0.587719298245614,"2",0.142857142857143,752,23,"Short-Heavy","Positive",0.748281628504537
"857",125371699,0.230088495575221,"2",0.142857142857143,752,23,"Short-Heavy","Positive",0.748281628504537
"858",126380955,0.116504854368932,"3",0.142857142857143,752,23,"Short-Low","Positive",0.748281628504537
"859",127117151,0.101010101010101,"3",0.142857142857143,752,23,"Short-Low","Positive",0.748281628504537
"860",127728649,0.0319148936170213,"3",0.142857142857143,752,23,"Short-Low","Positive",0.748281628504537
"861",127797815,0.139784946236559,"3",0,752,23,"Short-Low","Positive",0.748281628504537
"862",127842462,0.239130434782609,"2",0.142857142857143,752,23,"Short-Low","Positive",0.748281628504537
"863",128016616,0.0224719101123595,"4",0,752,23,"Short-Low","Positive",0.748281628504537
"864",129116829,0.111111111111111,"3",0,752,23,"Short-Low","Positive",0.748281628504537
"865",129339044,0.1625,"2",0,752,23,"Short-Low","Positive",0.748281628504537
"866",130349824,0.00306748466257669,"6",0,752,23,"Short-Low","Positive",0.748281628504537
"867",132472987,0.102040816326531,"3",0.142857142857143,752,23,"Short-Low","Positive",0.748281628504537
"868",134963948,0.12,"3",0.25,752,23,"Short-Low","Positive",0.748281628504537
"869",135237400,0.521739130434783,"2",0.142857142857143,752,23,"Short-Low","Positive",0.748281628504537
"870",135881700,0.0625,"3",0,752,23,"Short-Low","Positive",0.748281628504537
"871",59758,0.255822833142421,"2",0,825,14,"Long-Heavy","Positive",0.160053705764332
"872",2700216,0.143355119825708,"2",1,825,14,"Long-Heavy","Positive",0.160053705764332
"873",5567455,0.0111326234269119,"4",1,825,14,"Long-Heavy","Positive",0.160053705764332
"874",6440430,0.0105708245243129,"4",1,825,14,"Long-Heavy","Positive",0.160053705764332
"875",8798888,0.0298165137614679,"4",1,825,14,"Long-Heavy","Positive",0.160053705764332
"876",13818812,0.053743961352657,"3",0,825,14,"Long-Heavy","Positive",0.160053705764332
"877",14327657,0.024390243902439,"4",1,825,14,"Long-Heavy","Positive",0.160053705764332
"878",27393093,0.737593984962406,"2",1,825,14,"Long-Heavy","Positive",0.160053705764332
"879",32981761,0.325463743676223,"2",1,825,14,"Long-Heavy","Positive",0.160053705764332
"880",33397354,0.048428207306712,"3",0.5,825,14,"Long-Heavy","Positive",0.160053705764332
"881",46324701,0.00712830957230143,"6",0.285714285714286,825,14,"Long-Low","Positive",0.160053705764332
"882",48970603,0.0283613445378151,"4",0.5,825,14,"Long-Heavy","Positive",0.160053705764332
"883",55383147,0.00813008130081301,"6",1,825,14,"Long-Low","Positive",0.160053705764332
"884",57931272,0.00845410628019324,"6",0.5,825,14,"Long-Low","Positive",0.160053705764332
"885",58517078,0.0072992700729927,"6",0.5,825,14,"Short-Low","Positive",0.160053705764332
"886",65410131,0.0350877192982456,"3",1,825,14,"Short-Heavy","Positive",0.160053705764332
"887",68327457,0.00284495021337127,"6",0.5,825,14,"Short-Low","Positive",0.160053705764332
"888",70173985,0.00294117647058824,"6",1,825,14,"Short-Low","Positive",0.160053705764332
"889",72361204,0.00459418070444104,"6",1,825,14,"Short-Low","Positive",0.160053705764332
"890",84995179,0.00392927308447937,"6",1,825,14,"Short-Low","Positive",0.160053705764332
"891",90191392,0.0218818380743982,"4",1,825,14,"Short-Low","Positive",0.160053705764332
"892",91728874,0.0180995475113122,"4",0.5,825,14,"Short-Low","Positive",0.160053705764332
"893",104835797,0.0224358974358974,"4",0.5,825,14,"Short-Low","Positive",0.160053705764332
"894",105624685,0.0131578947368421,"4",0.5,825,14,"Short-Low","Positive",0.160053705764332
"895",106858107,0.00687285223367698,"6",0.875,825,14,"Short-Low","Positive",0.160053705764332
"896",115399334,0.23696682464455,"2",1,825,14,"Short-Heavy","Positive",0.160053705764332
"897",118579585,0.0765027322404372,"3",1,825,14,"Short-Low","Positive",0.160053705764332
"898",124019003,0.109375,"3",1,825,14,"Short-Low","Positive",0.160053705764332
"899",67521,0.0831979200519987,"3",0,1388.5,16.5,"Long-Heavy","Positive",0.0641394377224175
"900",67536,0.00158793171893609,"6",0.575757575757576,1388.5,16.5,"Long-Low","Positive",0.0641394377224175
"901",2619272,0.0104302477183833,"4",0.545454545454545,1388.5,16.5,"Long-Heavy","Positive",0.0641394377224175
"902",4352818,0.0185356811862836,"4",0.558823529411765,1388.5,16.5,"Long-Heavy","Positive",0.0641394377224175
"903",18733452,0.172185430463576,"2",0,1388.5,16.5,"Long-Heavy","Positive",0.0641394377224175
"904",19625090,0.0174731182795699,"4",0,1388.5,16.5,"Long-Heavy","Positive",0.0641394377224175
"905",29028054,0.0279286268425136,"4",0.46875,1388.5,16.5,"Short-Heavy","Positive",0.0641394377224175
"906",29683131,0.002360346184107,"6",0.46875,1388.5,16.5,"Short-Low","Positive",0.0641394377224175
"907",30892073,0.00728744939271255,"6",0.46875,1388.5,16.5,"Short-Low","Positive",0.0641394377224175
"908",35711925,0.00618921308576481,"6",0.387096774193548,1388.5,16.5,"Short-Low","Positive",0.0641394377224175
